record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,AQ201710,10/16/2017,14:54:08,10/16/2017,7:54:08,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,5,,5.453,5.407,11.173,,2,,32.485,,2,,24.787,,8.225,,8.225,2,,8.580885109,,,8.580885109,261.7,2,,,,,,,10.26,0.33,0.67,1.01,15.74,2,-0.0453,0.581119423,,0.581119423,,0.094068253,,0.094068253,,2225.9,2,2145,2,
12,AQ201710,10/16/2017,14:54:20,10/16/2017,7:54:20,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,6,,1.198,1.188,11.175,,2,,32.485,,2,,24.787,,8.243,,8.243,2,,8.562956358,,,8.562956358,261.1,2,,,,,,,10.24,0.29,0.57,1.01,15.63,2,-0.0472,0.792229213,,0.792229213,,0.105724464,,0.105724464,,2228.1,2,2149.3,2,
13,AQ201710,10/16/2017,20:28:53,10/16/2017,13:28:53,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,1,,88.068,87.311,8.049,,2,,33.809,,2,,26.333,,1.533,,1.533,2,,,,,,,9,,,,,,,,,,,,9,0.164,,,,,,,,,,9,,9,
14,AQ201710,10/16/2017,20:28:55,10/16/2017,13:28:55,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,2,,87.63,86.876,8.052,,2,,33.807,,2,,26.331,,1.525,,1.525,2,,,,,,,9,,,,,,,,,,,,9,0.1308,,,,,,,,,,9,,9,
15,AQ201710,10/16/2017,20:29:39,10/16/2017,13:29:39,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,3,,59.77,59.26,8.319,,2,,33.74,,2,,26.237,,2.901,,2.901,2,,,,,,,9,,,,,,,,,,,,9,0.0996,,,,,,,,,2255.5,2,2218,2,
16,AQ201710,10/16/2017,20:29:41,10/16/2017,13:29:41,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,4,,59.671,59.162,8.373,,2,,33.716,,2,,26.211,,3.137,,3.137,2,,,,,,,9,,,,,,,,,,,,9,0.0992,,,,,,,,,,9,,9,
17,AQ201710,10/16/2017,20:30:15,10/16/2017,13:30:15,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,5,,39.923,39.584,8.765,,2,,33.346,,2,,25.86,,5.191,,5.191,2,,,,,,,9,,,,,,,,,,,,9,0.0983,,,,,,,,,,9,,9,
18,AQ201710,10/16/2017,20:30:17,10/16/2017,13:30:17,  47 57.87 N,  124 57.07 W,47.9633,-124.95,381,6,,38.571,38.243,8.766,,2,,33.337,,2,,25.853,,5.225,,5.225,2,,,,,,,9,,,,,,,,,,,,9,0.1046,,,,,,,,,,9,,9,
19,AQ201710,10/17/2017,16:28:09,10/17/2017,9:28:09,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,1,,227.953,225.915,7.565,,2,,33.888,,2,,26.467,,2.641,,2.641,2,,,,,,,9,,,,,,,,,,,,9,0.0314,,,,,,,,,,9,,9,
20,AQ201710,10/17/2017,16:32:07,10/17/2017,9:32:07,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,2,,79.309,78.629,8.299,,2,,33.647,,2,,26.168,,3.638,,3.638,2,,,,,,,9,,,,,,,,,,,,9,0.0276,,,,,,,,,,9,,9,
21,AQ201710,10/17/2017,16:33:24,10/17/2017,9:33:24,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,3,,29.543,29.293,9.117,,2,,32.545,,2,,25.178,,3.994,,3.994,2,,,,,,,9,,,,,,,,,,,,9,0.0292,,,,,,,,,,9,,9,
22,AQ201710,10/17/2017,16:33:54,10/17/2017,9:33:54,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,4,,10.239,10.153,9.292,,2,,32.29,,2,,24.951,,4.291,,4.291,2,,,,,,,9,,,,,,,,,,,,9,0.0271,,,,,,,,,,9,,9,
23,AQ201710,10/17/2017,16:34:03,10/17/2017,9:34:03,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,5,,5.421,5.375,9.435,,2,,32.164,,2,,24.83,,5.004,,5.004,2,,,,,,,9,,,,,,,,,,,,9,0.0295,,,,,,,,,,9,,9,
24,AQ201710,10/17/2017,16:34:10,10/17/2017,9:34:10,  48 27.90 N,  124 46.97 W,48.465,-124.7817,120,6,,1.51,1.497,9.494,,2,,32.114,,2,,24.782,,5.317,,5.317,2,,,,,,,9,,,,,,,,,,,,9,0.0299,,,,,,,,,,9,,9,
25,AQ201710,10/18/2017,0:22:38,10/17/2017,17:22:38, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,1,,184.887,183.253,7.702,,2,,33.868,,2,,26.431,,2.673,,2.673,2,,2.889172431,,,2.889172431,88,2,,,,,,,32.21,0.12,0.08,2.43,45.71,2,0.085,,,,,,,,,2294.6,2,2362.3,2,
26,AQ201710,10/18/2017,0:25:12,10/17/2017,17:25:12, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,2,,80.134,79.446,8.377,,2,,33.583,,2,,26.106,,3.721,,3.721,2,,3.973120409,,,3.973120409,121,2,,,,,,,28.52,0.18,0.01,2.19,37.97,2,0.0805,,,,,,,,,2259.2,2,2306.3,2,
27,AQ201710,10/18/2017,0:26:23,10/17/2017,17:26:23, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,3,,30.001,29.747,9.373,,2,,32.244,,2,,24.903,,4.61,,4.61,2,,5.219087326,,,5.219087326,159.1,2,,,,,,,27.52,0.24,0.38,2.3,44.97,2,0.0861,0.115769885,,0.115769885,,0.01398557,,0.01398557,,2199.9,2,2212.9,2,
28,AQ201710,10/18/2017,0:26:51,10/17/2017,17:26:51, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,4,,10.095,10.01,9.701,,2,,31.939,,2,,24.611,,5.405,,5.405,2,,6.087189703,,,6.087189703,185.7,2,,,,,,,26.62,0.27,0.5,2.27,44.21,2,0.0889,0.174789826,,0.174789826,,0.031900278,,0.031900278,,2187.9,2,2196.9,2,
29,AQ201710,10/18/2017,0:27:01,10/17/2017,17:27:01, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,5,,5.032,4.99,9.771,,2,,31.903,,2,,24.572,,5.81,,5.81,2,,6.07509679,,,6.07509679,185.3,2,,,,,,,26.59,0.26,0.49,2.27,44.09,2,0.0817,0.199759802,,0.199759802,,0.041378654,,0.041378654,,2186.4,2,2185.2,2,
30,AQ201710,10/18/2017,0:27:07,10/17/2017,17:27:07, 48 17.91 N, 124 06.03 W,48.2985,-124.1005,131,6,,0.93,0.922,9.77,,2,,31.902,,2,,24.572,,5.841,,5.841,2,,6.152468246,,,6.152468246,187.7,2,,,,,,,,,,,,9,0.086,0.137334864,,0.137334864,,0.023424107,,0.023424107,,2186.3,2,2186.9,2,
31,AQ201710,10/18/2017,1:30:43,10/17/2017,18:30:43,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,1,,163.946,162.506,7.87,,2,,33.813,,2,,26.363,,2.807,,2.807,2,,2.952386208,,,2.952386208,89.9,2,,,,,,,31.77,0.36,0.05,2.38,43.82,2,0.0735,,,,,,,,,2276.5,2,2317.8,2,
32,AQ201710,10/18/2017,1:32:46,10/17/2017,18:32:46,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,2,,80.219,79.531,8.088,,2,,33.755,,2,,26.284,,3.353,,3.353,2,,3.569299183,,,3.569299183,108.7,2,,,,,,,29.91,0.19,0.01,2.23,38.63,2,0.073,,,,,,,,,2273.4,2,2278.7,2,
33,AQ201710,10/18/2017,1:33:57,10/17/2017,18:33:57,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,3,,29.603,29.353,9.087,,2,,32.614,,2,,25.237,,4.075,,4.075,2,,4.754373753,,,4.754373753,144.9,2,,,,,,,28.32,0.25,0.3,2.31,44.06,2,0.0711,0.137334864,,0.137334864,,0.023424107,,0.023424107,,2215.8,2,2257.6,2,
34,AQ201710,10/18/2017,1:34:23,10/17/2017,18:34:23,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,4,,9.875,9.792,9.582,,2,,31.926,,2,,24.621,,5.135,,5.135,2,,5.676776843,,,5.676776843,173.1,2,,,,,,,27.02,0.3,0.68,2.27,44.33,2,0.0734,0.09068641,,0.09068641,,0.007032078,,0.007032078,,2184.6,2,2241.6,2,
35,AQ201710,10/18/2017,1:34:34,10/17/2017,18:34:34,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,5,,5.329,5.284,9.597,,2,,31.919,,2,,24.613,,5.418,,5.418,2,,5.63981981,,,5.63981981,172,2,,,,,,,26.97,0.26,0.47,2.28,44.85,2,0.0721,0.071958929,,0.071958929,,0.017147472,,0.017147472,,2186.4,2,2200.7,2,
36,AQ201710,10/18/2017,1:34:44,10/17/2017,18:34:44,  48 16.32 N,  123 58.96 W,48.2717,-123.9817,132,6,,1.457,1.444,9.595,,2,,31.917,,2,,24.611,,5.424,,5.424,2,,5.687928857,,,5.687928857,173.5,2,,,,,,,26.87,0.24,0.48,2.28,46.43,2,0.0715,0.128254873,,0.128254873,,0.027910984,,0.027910984,,2183.7,2,2211.4,2,
37,AQ201710,10/18/2017,3:36:39,10/17/2017,20:36:39, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,1,,116.02,115.014,8.171,,2,,33.672,,2,,26.208,,3.293,,3.293,2,,3.502043559,,,3.502043559,106.6,2,,,,,,,30.07,0.06,0.04,2.25,40.04,2,0.1255,,,,,,,,,2272.7,2,2312.5,2,
38,AQ201710,10/18/2017,3:37:48,10/17/2017,20:37:48, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,2,,80.093,79.405,8.368,,2,,33.407,,2,,25.969,,3.165,,3.165,2,,3.256006045,,,3.256006045,99.2,2,,,,,,,30.8,0.07,0.07,2.32,43.61,2,0.1284,,,,,,,,,2258.8,2,2282.6,2,
39,AQ201710,10/18/2017,3:39:46,10/17/2017,20:39:46, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,3,,30.306,30.05,9.491,,2,,32.095,,2,,24.767,,4.844,,4.844,2,,,,,,,9,,,,,,,,,,,,9,0.1292,,,,,,,,,,9,,9,
40,AQ201710,10/18/2017,3:40:23,10/17/2017,20:40:23, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,4,,10.31,10.224,9.655,,2,,31.825,,2,,24.53,,5.209,,5.209,2,,5.412803951,,,5.412803951,165.1,2,,,,,,,26.66,0.25,0.52,2.28,44.72,2,0.1313,0.173654828,,0.173654828,,0.035331834,,0.035331834,,2175,2,2204.1,2,
41,AQ201710,10/18/2017,3:40:33,10/17/2017,20:40:33, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,5,,5.063,5.021,9.693,,2,,31.757,,2,,24.471,,5.269,,5.269,2,,5.547140217,,,5.547140217,169.2,2,,,,,,,26.37,0.28,0.53,2.26,45,2,0.1296,0.153224848,,0.153224848,,0.033944525,,0.033944525,,2178.8,2,2208.9,2,
42,AQ201710,10/18/2017,3:40:40,10/17/2017,20:40:40, 48 14.59 N, 123 43.85 W,48.2432,-123.7308,133,6,,1.603,1.59,9.709,,2,,31.719,,2,,24.439,,5.316,,5.316,2,,5.660310314,,,5.660310314,172.7,2,,,,,,,26.27,0.31,0.56,2.29,44.58,2,0.1291,0.167979833,,0.167979833,,0.037561993,,0.037561993,,2211,2,2183,2,
43,AQ201710,10/18/2017,5:31:36,10/17/2017,22:31:36,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,1,,135.247,134.068,8.038,,2,,33.64,,2,,26.202,,2.843,,2.843,2,,,,,,,9,,,,,,,31.78,0.1,0.01,2.42,45.62,2,0.1142,,,,,,,,,2295.8,2,2351.3,2,
44,AQ201710,10/18/2017,5:32:59,10/17/2017,22:32:59,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,2,,80.141,79.453,8.483,,2,,33.21,,2,,25.797,,3.304,,3.304,2,,,,,,,9,,,,,,,30.2,0.19,0.42,2.39,45.44,2,0.115,,,,,,,,,2263.6,2,2269.7,2,
45,AQ201710,10/18/2017,5:34:12,10/17/2017,22:34:12,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,3,,29.882,29.629,9.712,,2,,31.744,,2,,24.458,,4.71,,4.71,2,,,,,,,9,,,,,,,25.91,0.29,0.54,2.25,44.2,2,0.1117,0.095339905,,0.095339905,,0.022932766,,0.022932766,,2207.4,2,2183.4,2,
46,AQ201710,10/18/2017,5:34:44,10/17/2017,22:34:44,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,4,,10.381,10.294,10.113,,2,,31.364,,2,,24.096,,5.846,,5.846,2,,,,,,,9,,,,,,,22.24,0.61,0.82,2.05,39.3,2,0.1137,0.206569795,,0.206569795,,0.041458331,,0.041458331,,2187.6,2,2163.3,2,
47,AQ201710,10/18/2017,5:34:53,10/17/2017,22:34:53,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,5,,5.314,5.269,10.119,,2,,31.362,,2,,24.093,,5.96,,5.96,2,,,,,,,9,,,,,,,25.03,0.3,0.64,2.24,44.72,2,0.1128,0.202029799,,0.202029799,,0.031070708,,0.031070708,,2196.4,2,2107.1,2,
48,AQ201710,10/18/2017,5:35:01,10/17/2017,22:35:01,  48 13.40 N,  123 28.98 W,48.2233,-123.4817,136,6,,1.237,1.227,10.112,,2,,31.359,,2,,24.092,,5.966,,5.966,2,,,,,,,9,,,,,,,23.01,0.42,0.87,2.25,43.63,2,0.1151,,,,,,,,,2154.3,2,2170.6,2,
49,AQ201710,10/18/2017,14:09:57,10/18/2017,7:09:57, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,1,,188.089,186.426,11.387,,2,,30.715,,2,,23.378,,5.554,,5.554,2,,5.779765305,,,5.779765305,176.5,2,,,,,,,,,,,,9,0.331,,,,,,,,,2149.9,2,2130.9,2,
50,AQ201710,10/18/2017,14:12:40,10/18/2017,7:12:40, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,2,,80.138,79.45,11.674,,2,,30.598,,2,,23.233,,5.562,,5.562,2,,5.817032272,,,5.817032272,177.7,2,,,,,,,22.4,0.44,0.87,2.2,43.83,2,0.3276,,,,,,,,,2146.6,2,2110.6,2,
51,AQ201710,10/18/2017,14:13:56,10/18/2017,7:13:56, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,3,,30.126,29.871,11.843,,2,,30.546,,2,,23.161,,5.627,,5.627,2,,,,,,,9,,,,,,,11.15,0.32,1.01,1.53,22.6,2,0.3307,0.064127436,,0.064127436,,0.032902085,,0.032902085,,2133.9,2,2124,2,
52,AQ201710,10/18/2017,14:14:32,10/18/2017,7:14:32, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,4,,10.38,10.292,11.962,,2,,30.489,,2,,23.095,,5.789,,5.789,2,,6.748619111,,,6.748619111,206.1,2,,,,,,,22.53,0.44,1,2.24,44.35,2,0.3292,0.079563421,,0.079563421,,0.027111639,,0.027111639,,2123.1,2,2096.4,2,
53,AQ201710,10/18/2017,14:14:44,10/18/2017,7:14:44, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,5,,5.392,5.347,12.014,,2,,30.451,,2,,23.056,,5.811,,5.811,2,,6.839701024,,,6.839701024,208.9,2,,,,,,,22.72,0.44,0.8,2.24,45.13,2,0.3245,0.085124915,,0.085124915,,0.031999477,,0.031999477,,2135.8,2,2105.5,2,
54,AQ201710,10/18/2017,14:14:54,10/18/2017,7:14:54, 47 48.80 N, 122 27.25 W,47.8133,-122.4542,27,6,,1.373,1.361,12.018,,2,,30.446,,2,,23.051,,5.862,,5.862,2,,6.712082087,,,6.712082087,205,2,,,,,,,22.73,0.43,0.69,2.24,44.95,2,0.3279,0.066397434,,0.066397434,,0.01455619,,0.01455619,,2127.6,2,2148.2,2,
55,AQ201710,10/18/2017,15:26:01,10/18/2017,8:26:01,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,1,,189.071,187.399,11.395,,2,,30.744,,2,,23.399,,5.317,,5.317,2,,,,,,,9,,,,,,,,,,,,9,0.2961,,,,,,,,,2141.1,2,2136.5,2,
56,AQ201710,10/18/2017,15:28:38,10/18/2017,8:28:38,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,2,,80.06,79.373,11.746,,2,,30.616,,2,,23.235,,5.313,,5.313,2,,,,,,,9,,,,,,,,,,,,9,0.2993,,,,,,,,,2139.8,2,2124.7,2,
57,AQ201710,10/18/2017,15:30:02,10/18/2017,8:30:02,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,3,,30.201,29.945,12.218,,2,,30.395,,2,,22.976,,5.695,,5.695,2,,,,,,,9,,,,,,,,,,,,9,0.2951,0.105554895,,0.105554895,,0.013866054,,0.013866054,,2136.5,2,2105,2,
58,AQ201710,10/18/2017,15:30:42,10/18/2017,8:30:42,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,4,,10.497,10.408,12.231,,2,,30.315,,2,,22.911,,5.902,,5.902,2,,,,,,,9,,,,,,,,,,,,9,0.2979,0.037568463,,0.037568463,,0.001358174,,0.001358174,,2125.6,2,2110,2,
59,AQ201710,10/18/2017,15:30:55,10/18/2017,8:30:55,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,5,,5.451,5.405,12.238,,2,,30.294,,2,,22.894,,5.957,,5.957,2,,,,,,,9,,,,,,,,,,,,9,0.295,0.065035435,,0.065035435,,0.011554731,,0.011554731,,2112.9,2,2108.1,2,
60,AQ201710,10/18/2017,15:31:05,10/18/2017,8:31:05,  47 42.17 N,  122 27.21 W,47.7017,-122.4533,28,6,,1.345,1.334,12.235,,2,,30.291,,2,,22.891,,5.972,,5.972,2,,,,,,,9,,,,,,,,,,,,9,0.2966,0.079449921,,0.079449921,,0.015857183,,0.015857183,,2136.7,2,2115.9,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
