Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Beam Transmission,Nitrate,Nitrite,Ammonium,Phosphate,Silicate,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
,,[deg min],[deg min],[deg],[deg],,[db],[m],[deg C],,[kg/m^3],[mg/l],[mg/m^3],[%],[uM],[uM],[uM],[uM],[uM],[mg/l],[ug/l],[ug/l]
,,,,,,,CTD,CTD,CTD,CTD,CTD,CTD,CTD,CTD,Lab,Lab,Lab,Lab,Lab,Lab,Lab,Lab
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,1.10,1.10,12.47,28.78,21.68,7.34,7.86,86.28,16.90,0.42,1.29,1.86,35.70,7.21,1.46,0.57
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,4.20,4.20,12.01,29.25,22.13,7.18,6.63,86.33,17.50,0.44,1.32,1.91,36.10,,1.12,0.22
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,6.40,6.40,11.86,29.37,22.25,7.11,6.70,86.00,15.60,0.41,1.23,1.78,33.70,6.81,0.65,0.43
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,9.20,9.10,11.83,29.40,22.27,7.10,7.41,86.10,17.70,0.42,1.32,1.92,36.50,,0.67,0.54
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,11.60,11.50,11.89,29.35,22.22,7.16,7.54,85.96,17.60,0.42,1.40,1.91,37.40,6.74,0.69,0.46
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,16.40,16.30,11.62,29.53,22.41,6.93,6.24,85.96,18.10,0.41,1.54,1.93,38.50,,0.97,0.43
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,20.20,20.00,11.56,29.57,22.45,6.90,6.03,84.94,18.60,0.41,1.63,1.67,37.40,6.47,0.56,0.46
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,30.70,30.50,11.38,29.75,22.63,6.77,6.94,84.27,18.90,0.40,1.61,1.68,38.80,6.35,0.84,0.67
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,50.50,50.00,11.13,29.95,22.83,6.62,7.43,85.27,19.10,0.38,1.69,2.00,39.10,6.15,0.71,0.70
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,75.30,74.60,11.02,30.05,22.92,6.52,6.51,81.16,19.90,0.37,1.67,2.02,39.90,5.99,0.73,0.81
 TN097,Aug 18 1999 18:59:03,47 58.98 N,122 37.2 W,47.983,-122.620,P7,90.50,89.70,10.67,30.35,23.21,6.16,6.61,77.69,21.00,0.37,1.80,2.07,41.00,5.76,0.67,0.93
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,1.10,1.10,13.92,28.00,20.80,8.35,15.00,76.89,8.70,0.27,1.07,1.42,44.00,7.83,2.43,1.15
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,6.20,6.20,12.63,28.77,21.64,7.23,15.00,80.87,13.60,0.33,2.24,1.78,46.00,6.62,1.46,1.16
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,11.20,11.10,11.51,29.58,22.47,6.60,8.04,81.39,16.90,0.36,2.57,1.93,45.80,6.14,0.80,0.93
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,21.30,21.10,11.34,29.76,22.64,6.59,6.48,80.42,18.60,0.37,2.54,1.97,46.10,6.07,0.56,0.90
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,31.40,31.10,11.04,29.99,22.87,6.39,5.82,77.23,18.90,0.37,2.64,2.01,46.60,5.96,0.54,0.89
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,51.50,51.10,10.87,30.14,23.02,6.24,5.98,77.16,19.90,0.37,2.59,2.05,47.00,5.84,0.46,0.99
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,81.80,81.10,10.74,30.25,23.13,6.23,6.75,71.42,19.90,0.37,2.18,2.03,46.80,5.84,0.54,1.25
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,101.80,101.00,10.68,30.31,23.18,6.17,6.50,73.59,20.60,0.37,2.11,2.06,47.40,5.79,0.63,1.73
 TN097,Aug 18 1999 20:08:35,47 53.82 N,122 36.3 W,47.897,-122.605,P8,125.00,123.90,10.63,30.36,23.23,6.17,6.86,76.53,20.60,0.37,1.99,2.06,47.30,5.79,,
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,1.30,1.30,13.60,28.08,20.92,8.13,15.00,75.11,12.30,0.27,1.07,1.48,45.50,7.57,2.72,1.07
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,6.60,6.50,11.80,29.34,22.23,6.67,11.00,77.35,16.30,0.36,2.83,1.89,47.40,6.30,1.41,1.32
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,11.50,11.50,11.46,29.60,22.49,6.50,8.19,77.14,17.40,0.36,2.87,1.96,47.00,6.12,0.90,1.06
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,21.60,21.40,11.35,29.69,22.59,6.47,7.82,71.08,18.10,0.36,2.86,1.99,46.90,5.91,0.70,1.08
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,31.70,31.40,11.12,29.91,22.79,6.36,6.57,75.70,18.70,0.37,2.88,2.03,46.50,5.95,0.57,1.38
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,51.90,51.40,10.94,30.05,22.94,6.26,5.82,70.39,19.30,0.37,2.95,2.05,47.60,5.76,0.44,1.14
 TN097,Aug 18 1999 21:20:08,47 49.98 N,122 39.96 W,47.833,-122.666,P9,62.00,61.40,10.79,30.20,23.08,6.21,6.32,75.97,19.20,0.37,2.85,2.05,45.80,5.82,0.50,1.39
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,1.20,1.20,14.45,27.46,20.28,8.78,15.00,81.48,10.50,0.24,0.52,1.33,45.50,8.00,2.87,1.09
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,6.40,6.40,11.87,29.03,21.98,6.61,11.30,79.97,16.90,0.40,2.46,2.01,51.80,5.95,1.26,1.41
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,11.60,11.50,11.26,29.54,22.48,6.10,6.59,77.14,18.30,0.41,2.84,2.10,48.30,5.71,0.60,0.94
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,21.50,21.30,11.05,29.82,22.74,6.08,4.88,75.04,18.60,0.39,3.37,2.13,47.10,5.72,0.33,1.02
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,31.60,31.40,11.03,29.90,22.80,6.15,5.20,66.77,18.60,0.38,3.31,2.10,45.90,5.80,0.43,1.21
 TN097,Aug 18 1999 22:02:12,47 48.0 N,122 43.2 W,47.800,-122.720,P10,46.80,46.40,10.94,30.04,22.92,6.15,6.00,66.69,18.50,0.38,3.26,2.10,46.00,5.75,0.49,1.59
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,1.40,1.40,14.75,27.12,19.96,8.90,15.00,76.47,8.90,0.20,0.24,1.17,44.00,8.30,3.45,1.20
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,6.50,6.40,12.22,28.75,21.70,7.10,15.00,79.04,14.10,0.30,0.97,1.63,48.50,6.92,2.67,1.02
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,11.50,11.40,11.04,29.56,22.54,5.79,6.04,77.06,20.10,0.40,2.18,2.19,50.80,5.56,0.54,0.82
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,21.40,21.20,10.97,29.75,22.70,5.86,4.95,76.22,19.80,0.41,2.88,2.18,53.60,5.49,0.33,0.88
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,31.60,31.30,10.93,29.82,22.76,5.86,4.77,75.85,19.30,0.41,3.06,2.16,53.40,5.46,0.37,1.01
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,51.80,51.30,10.94,29.85,22.78,5.94,4.94,74.52,19.70,0.40,3.22,2.17,48.80,5.55,0.33,0.93
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,82.00,81.30,10.99,29.91,22.82,6.07,5.11,61.01,18.90,0.39,3.41,2.12,46.80,5.68,0.39,0.95
 TN097,Aug 18 1999 22:56:37,47 44.1 N,122 45.72 W,47.735,-122.762,P17,102.10,101.20,10.98,29.99,22.88,6.14,6.40,84.49,18.70,0.38,3.40,2.10,46.80,5.79,0.44,1.71
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,1.30,1.30,15.12,26.72,19.57,6.83,15.00,74.98,5.70,0.13,0.08,0.97,44.50,8.85,4.72,1.48
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,6.40,6.30,13.06,28.01,20.98,7.15,15.00,79.74,18.50,0.35,0.63,2.05,57.50,5.67,1.60,1.18
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,11.40,11.30,11.12,29.35,22.36,5.75,8.16,80.06,20.50,0.38,0.97,2.20,55.90,5.42,1.07,0.83
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,21.50,21.30,10.77,29.54,22.57,5.36,5.38,79.32,22.30,0.36,0.89,2.33,54.20,5.02,0.50,0.79
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,31.50,31.30,10.67,29.60,22.63,5.24,4.75,74.95,22.20,0.36,1.16,2.36,58.00,4.85,0.37,0.73
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,51.70,51.20,10.68,29.77,22.76,5.36,4.66,69.64,22.10,0.36,1.84,2.29,54.30,4.95,0.30,0.93
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,81.90,81.20,10.72,29.85,22.82,5.49,4.86,63.86,20.60,0.36,2.68,2.33,53.00,5.13,0.37,1.11
 TN097,Aug 18 1999 23:44:08,47 41.52 N,122 45.9 W,47.692,-122.765,P16,110.10,109.10,10.70,29.86,22.83,5.46,5.16,73.88,21.00,0.35,2.57,2.37,55.90,5.05,0.40,1.23
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,1.30,1.30,15.73,26.14,19.01,10.43,15.00,74.69,1.70,0.03,0.09,0.70,38.60,10.01,4.57,1.46
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,6.30,6.20,13.74,27.43,20.40,9.56,15.00,83.82,7.40,0.15,0.09,1.20,42.80,8.56,3.89,1.57
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,11.30,11.20,11.32,29.01,22.06,5.87,12.40,83.84,20.80,0.36,0.09,2.21,52.80,5.30,1.06,0.72
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,21.30,21.20,10.64,29.42,22.50,5.22,5.55,84.85,24.10,0.18,0.07,2.41,55.90,4.74,0.44,0.58
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,31.50,31.20,10.33,29.50,22.61,4.94,4.18,82.99,25.50,0.03,0.00,2.49,58.10,4.74,0.27,0.62
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,51.60,51.10,10.27,29.61,22.71,4.77,3.74,82.56,26.10,0.03,0.02,2.53,59.50,4.52,0.20,0.62
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,81.80,81.10,10.03,29.71,22.82,4.38,3.37,82.27,26.70,0.03,0.04,2.68,67.10,4.13,0.11,0.46
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,101.90,101.10,9.90,29.74,22.87,4.12,3.17,77.85,27.90,0.02,0.06,2.85,71.30,3.89,0.09,0.37
 TN097,Aug 19 1999 00:38:18,47 39.66 N,122 51.6 W,47.661,-122.860,P15,127.10,126.00,9.89,29.79,22.91,3.93,3.17,69.11,27.30,0.02,0.04,2.95,75.50,3.75,,
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,1.30,1.30,16.46,25.52,18.37,10.29,15.00,78.80,3.70,0.04,0.12,0.94,40.00,9.45,4.08,1.48
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,6.40,6.30,12.24,28.33,21.37,8.50,15.00,83.72,7.10,3.47,0.06,1.55,42.40,7.83,3.21,1.07
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,11.40,11.30,11.18,28.93,22.02,6.65,15.00,87.65,18.80,0.16,0.04,2.13,49.00,5.73,1.51,0.95
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,21.50,21.30,10.04,29.35,22.54,4.72,6.08,87.82,25.80,0.04,0.04,2.57,59.70,4.39,0.34,0.44
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,31.50,31.30,9.91,29.41,22.61,4.58,4.14,85.21,26.90,0.03,0.07,2.64,59.70,4.34,0.26,0.58
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,51.70,51.20,10.01,29.60,22.74,4.57,3.55,84.50,27.00,0.02,0.04,2.64,62.30,4.27,0.15,0.57
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,81.80,81.10,9.83,29.68,22.83,4.02,3.15,84.31,28.10,0.04,0.04,2.77,66.40,3.83,0.08,0.48
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,112.00,111.10,9.81,29.75,22.89,3.70,3.03,84.00,28.60,0.02,0.00,3.00,74.90,3.50,0.05,0.29
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,142.20,141.00,9.88,29.82,22.93,3.30,2.98,80.31,28.20,0.01,0.00,3.22,83.00,3.12,0.05,0.29
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,162.40,160.90,9.95,29.86,22.95,3.19,3.04,78.39,28.30,0.02,0.01,3.36,90.60,2.95,0.07,0.22
 TN097,Aug 19 1999 01:31:22,47 36.36 N,122 56.4 W,47.606,-122.940,P14,171.90,170.40,9.95,29.86,22.95,3.15,3.08,69.02,27.40,0.03,0.03,3.36,89.80,3.03,0.07,0.22
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,1.50,1.50,16.96,24.94,17.82,10.36,15.00,73.64,0.20,0.00,0.15,0.55,38.30,10.18,2.55,0.98
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,3.40,3.40,15.48,26.03,18.97,11.20,15.00,72.97,0.10,0.00,0.07,0.63,40.00,,3.31,1.32
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,4.90,4.90,15.35,26.10,19.05,11.11,15.00,70.95,,,,,,10.57,,
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,6.00,5.90,14.25,26.92,19.91,10.76,15.00,67.78,1.10,0.01,0.03,0.82,39.90,,4.18,1.54
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,8.50,8.40,12.21,28.39,21.42,9.47,15.00,72.07,3.60,0.04,0.06,1.18,42.10,,5.64,1.82
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,10.00,9.90,11.71,28.61,21.68,8.65,15.00,78.34,,,,,,7.28,,
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,11.50,11.40,11.24,28.84,21.94,7.49,15.00,85.95,13.20,0.11,0.04,1.85,50.70,,3.21,1.39
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,16.50,16.30,10.46,29.09,22.27,5.30,15.00,87.13,21.70,0.11,0.01,2.36,60.40,,1.58,1.01
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,21.50,21.30,10.18,29.19,22.39,4.46,9.87,87.78,26.40,0.05,0.00,2.66,58.40,4.13,0.80,0.76
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,31.60,31.30,9.78,29.44,22.65,4.30,4.34,87.24,28.80,0.02,0.00,2.74,61.30,4.01,0.23,0.49
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,51.70,51.30,9.69,29.55,22.75,4.29,3.42,86.86,29.80,0.02,0.00,2.77,63.20,3.99,0.15,0.49
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,81.90,81.20,9.69,29.63,22.81,3.86,3.07,85.93,29.90,0.03,0.00,2.89,66.80,3.71,0.08,0.38
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,112.10,111.10,9.78,29.73,22.88,3.21,2.94,82.71,30.90,0.02,0.00,3.15,76.60,3.03,0.05,0.37
 TN097,Aug 19 1999 02:23:07,47 32.82 N,123 0.48 W,47.547,-123.008,P13,137.40,136.20,9.91,29.82,22.93,3.00,2.97,76.84,30.10,0.01,0.00,3.30,83.30,2.88,0.05,0.36
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,1.10,1.10,16.78,24.59,17.59,10.30,12.10,66.07,0.40,0.00,0.01,0.62,45.80,10.23,1.94,0.68
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,6.30,6.30,13.06,28.00,20.96,11.78,15.00,78.91,0.50,0.00,0.00,0.80,43.80,10.46,3.94,1.20
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,11.30,11.20,10.91,28.90,22.05,6.55,15.00,85.56,21.30,0.10,0.01,2.50,58.70,4.25,2.28,1.19
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,21.30,21.10,10.01,29.28,22.49,2.65,7.63,86.13,29.30,0.04,0.00,3.05,72.30,2.55,0.94,0.77
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,31.40,31.10,9.82,29.40,22.61,2.76,4.53,86.63,31.80,0.02,0.00,3.10,73.20,2.82,0.41,0.54
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,51.60,51.10,9.64,29.55,22.76,3.52,3.28,86.13,32.00,0.02,0.00,2.99,70.90,3.32,0.16,0.46
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,81.70,81.00,9.70,29.66,22.83,3.05,2.91,83.72,32.60,0.01,0.00,3.15,74.30,2.92,0.08,0.31
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,101.90,101.00,9.87,29.77,22.90,2.65,2.92,82.37,31.10,0.01,0.00,3.35,85.50,2.53,0.06,0.30
 TN097,Aug 19 1999 03:24:33,47 27.48 N,123 5.46 W,47.458,-123.091,P12,123.10,122.00,9.91,29.80,22.91,2.47,2.94,74.45,30.70,0.01,0.00,3.40,86.00,2.44,0.07,0.25
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,1.30,1.30,16.45,25.32,18.22,10.53,15.00,67.16,0.40,0.00,0.03,0.66,47.20,10.24,2.82,0.66
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,2.90,2.80,16.31,25.58,18.45,10.76,15.00,62.73,0.30,0.00,0.00,0.69,48.10,,5.10,1.01
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,5.30,5.20,14.99,26.30,19.28,10.53,15.00,24.50,0.50,0.00,0.00,0.85,49.10,10.86,9.29,1.35
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,7.30,7.20,11.92,28.51,21.57,8.35,15.00,77.99,1.80,0.03,0.05,1.60,54.00,,48.84,9.69
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,9.30,9.30,11.43,28.70,21.81,5.71,15.00,84.46,15.40,0.13,0.25,2.53,66.70,3.84,19.71,4.06
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,13.90,13.80,10.35,29.19,22.36,1.91,15.00,82.60,26.50,0.16,0.03,3.21,81.00,,4.72,1.48
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,21.40,21.30,10.22,29.28,22.45,1.42,6.30,77.60,29.40,0.03,0.00,3.42,87.80,1.29,1.41,1.00
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,31.50,31.20,10.00,29.44,22.62,1.22,4.79,68.06,32.20,0.02,0.00,3.41,85.80,1.29,0.57,0.92
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,51.60,51.10,9.84,29.58,22.75,1.10,4.39,68.25,32.90,0.05,0.00,3.42,90.60,1.12,0.36,1.20
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,61.70,61.20,9.81,29.63,22.79,1.06,3.87,66.91,33.40,0.04,0.01,3.47,89.50,1.06,0.21,1.01
 TN097,Aug 19 1999 04:24:53,47 22.26 N,123 7.92 W,47.371,-123.132,P11,76.00,75.40,9.81,29.68,22.83,1.48,3.47,72.51,33.10,0.03,0.00,3.43,89.60,1.31,0.16,0.93
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,1.60,1.60,13.37,27.38,20.43,8.20,12.00,84.39,12.90,0.36,0.74,1.52,32.10,7.81,1.65,0.49
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,6.60,6.50,12.30,28.71,21.65,7.42,10.90,84.98,16.90,0.45,0.93,1.81,36.80,6.90,1.19,0.46
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,11.70,11.60,12.09,29.06,21.96,7.22,8.52,85.82,17.50,0.46,0.91,1.88,36.70,6.82,0.86,0.45
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,21.70,21.50,11.88,29.24,22.14,7.03,6.08,85.75,18.20,0.46,1.09,1.92,38.10,6.65,0.57,0.43
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,31.70,31.40,11.65,29.46,22.35,6.88,5.29,85.89,18.50,0.42,1.53,1.94,38.80,6.48,0.53,0.45
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,51.90,51.40,11.57,29.52,22.42,6.83,5.44,85.94,19.20,0.41,1.50,1.94,39.00,6.38,0.49,0.44
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,82.20,81.50,11.35,29.72,22.61,6.69,5.43,85.31,19.50,0.41,1.69,1.96,39.60,6.21,0.51,0.57
 TN097,Aug 19 1999 08:46:10,47 55.5 N,122 28.08 W,47.925,-122.468,P6,111.30,110.40,11.31,29.77,22.65,6.68,5.67,85.55,19.40,0.41,1.71,1.96,39.50,6.22,0.59,0.59
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,1.50,1.40,13.36,26.42,19.69,8.72,13.05,84.28,12.60,0.37,0.55,1.47,35.70,7.84,2.04,0.74
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,6.50,6.40,12.04,29.07,21.98,7.23,8.98,84.93,18.20,0.48,0.81,1.89,45.40,6.70,0.96,0.46
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,11.50,11.40,12.04,29.18,22.06,7.12,7.52,85.34,18.20,0.47,0.90,1.93,45.10,6.69,0.81,0.41
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,21.60,21.40,11.97,29.22,22.11,7.07,6.61,85.98,18.60,0.46,0.95,1.93,46.40,6.66,0.90,0.45
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,31.70,31.40,11.86,29.28,22.18,6.91,4.39,85.55,18.90,0.46,1.02,1.97,45.50,6.45,0.29,0.36
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,51.70,51.30,11.54,29.44,22.36,6.67,3.80,84.00,19.30,0.45,1.32,1.98,45.90,6.26,0.20,0.43
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,82.00,81.30,11.13,29.65,22.59,6.39,3.78,83.54,19.70,0.42,1.47,2.01,46.40,5.98,0.20,0.63
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,102.10,101.20,11.02,29.72,22.67,6.27,3.79,81.04,20.20,0.42,1.44,2.05,46.70,5.91,0.19,0.74
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,152.40,151.10,10.62,29.76,22.77,5.97,3.76,74.83,22.70,0.24,0.45,2.18,51.50,5.55,,
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,202.70,200.90,10.24,29.76,22.83,5.56,3.34,68.61,23.90,0.11,0.00,2.30,56.80,5.22,,
 TN097,Aug 19 1999 09:41:22,47 52.98 N,122 22.08 W,47.883,-122.368,P5,214.00,212.10,10.24,29.76,22.83,5.56,3.54,83.03,24.30,0.11,0.00,2.31,55.90,5.25,,
